"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","platform_code","direction","position"
"RB120","8456","RIVERSIDE / WALKLEY",NULL,"45.360347000","-75.687947000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB130","4123","RIVERSIDE / AD. 3200",NULL,"45.358388000","-75.689570000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB140","4125","RIVERSIDE / AD. 3195",NULL,"45.358646000","-75.689120000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB150","4124","RIVERSIDE / REVELSTOKE",NULL,"45.357225000","-75.690506000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB160","4126","RIVERSIDE / REVELSTOKE",NULL,"45.357115000","-75.690201000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB170","8460","RIVERSIDE / MARILYN",NULL,"45.355219000","-75.691913000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB190","1523","RIVERSIDE / QUESNEL",NULL,"45.354196000","-75.692272000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB200","1531","RIVERSIDE / LEOPOLDS",NULL,"45.353338000","-75.693050000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB210","8454","RIVERSIDE / RIVERGATE",NULL,"45.346770000","-75.691957000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB220","4127","RIVERSIDE / RIVERGATE",NULL,"45.345933000","-75.691994000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB230","4128","RIVERSIDE / MALHOTRA",NULL,"45.344154000","-75.691255000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB240","4129","RIVERSIDE / MALHOTRA",NULL,"45.344202000","-75.691071000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB250","8483","SPRINGLAND / WALKLEY",NULL,"45.362599000","-75.684443000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB260","8482","SPRINGLAND / WALTON",NULL,"45.362346000","-75.684280000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB270","4131","SPRINGLAND / MOONEY'S BAY",NULL,"45.364959000","-75.684702000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB280","4130","SPRINGLAND / MOONEY'S BAY",NULL,"45.364842000","-75.684755000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB290","8264","SPRINGLAND / NICHOLSON",NULL,"45.366087000","-75.685171000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB300","8904","SPRINGLAND / NICHOLSON",NULL,"45.366528000","-75.685190000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB310","2449","SPRINGLAND / RIDGEWOOD",NULL,"45.368018000","-75.685910000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB320","2412","SPRINGLAND / NORBERRY",NULL,"45.367548000","-75.685597000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB330","8903","SPRINGLAND / RIDGEWOOD",NULL,"45.368539000","-75.685864000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB340","4132","SPRINGLAND / HOBSON",NULL,"45.369668000","-75.685145000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB350","4133","SPRINGLAND / NORBERRY",NULL,"45.369958000","-75.682882000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB370","8914","FLANNERY / SPRINGLAND",NULL,"45.370427000","-75.681853000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB380","1583","FLANNERY / SPRINGLAND",NULL,"45.370571000","-75.681736000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB390","4136","FLANNERY / RAMSGATE",NULL,"45.371932000","-75.682125000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB400","4134","FLANNERY / RAMSGATE",NULL,"45.372060000","-75.682379000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB410","4135","FLANNERY / BROOKFIELD",NULL,"45.373148000","-75.683448000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB420","4137","FLANNERY / BROOKFIELD",NULL,"45.373419000","-75.683623000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB430","8913","BROOKFIELD / FLANNERY",NULL,"45.373470000","-75.684567000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB440","4138","BROOKFIELD / HOBSON",NULL,"45.373434000","-75.687045000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB450","4139","BROOKFIELD / HOBSON",NULL,"45.373298000","-75.686868000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB481","0400","CANADA POST / HERON",NULL,"45.375640000","-75.688507000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB482","6900","CANADA POST / HERON",NULL,"45.375683000","-75.688264000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB491","0401","CANADA POST / BROOKFIELD",NULL,"45.373914000","-75.688698000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RB492","6901","CANADA POST / BROOKFIELD",NULL,"45.373858000","-75.688481000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC010","8969","WALKLEY / BANK",NULL,"45.370280000","-75.663931000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC020","8487","WALKLEY / SOUTHMORE",NULL,"45.367273000","-75.671150000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC030","8905","WALKLEY / SOUTHMORE",NULL,"45.367191000","-75.670985000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC040","4140","WALKLEY / AVONCOURT",NULL,"45.366459000","-75.673141000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC045","8489","WALKLEY / WEXFORD",NULL,"45.365409000","-75.675977000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC050","5669","WALKLEY / AVONCOURT",NULL,"45.366342000","-75.673104000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC055","1925","WALKLEY / THORNDALE",NULL,"45.365687000","-75.674658000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC060","1595","WALKLEY / MCCARTHY",NULL,"45.364595000","-75.677878000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC080","4141","WALKLEY / AD. 800",NULL,"45.363186000","-75.680873000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC090","8484","WALKLEY / AD. 800",NULL,"45.363022000","-75.680684000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC100","4142","WALKLEY / OTTERSON",NULL,"45.361963000","-75.683597000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC310","8495","SOUTHMORE / RANKIN",NULL,"45.359613000","-75.677172000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC330","4534","SOUTHMORE / BUXTON",NULL,"45.359004000","-75.678827000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC350","4147","SOUTHMORE / DICKINSON",NULL,"45.358097000","-75.681533000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC370","4148","SOUTHMORE / FIELDING",NULL,"45.358678000","-75.683542000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC390","8496","FIELDING / HARTMAN",NULL,"45.360357000","-75.681743000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC420","4149","FIELDING / RANKIN",NULL,"45.361267000","-75.678080000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC440","4150","FIELDING / MCCARTHY",NULL,"45.362064000","-75.676268000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC450","8486","MCCARTHY / PROVOST",NULL,"45.363648000","-75.676693000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC460","1500","MCCARTHY / PROVOST",NULL,"45.363115000","-75.676138000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC470","4151","MCCARTHY / FIELDING",NULL,"45.362105000","-75.675731000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC480","8927","MCCARTHY / SOUTHMORE",NULL,"45.360125000","-75.674497000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC490","4152","MCCARTHY / SOUTHMORE",NULL,"45.360027000","-75.674626000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC500","8447","PLANTE / MCCARTHY",NULL,"45.354666000","-75.672444000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC510","8473","PLANTE / OWL",NULL,"45.354534000","-75.671540000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC520","4153","PLANTE / IMPALA",NULL,"45.354720000","-75.671231000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC540","8446","PLANTE / IMPALA",NULL,"45.356072000","-75.670241000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC550","4154","PLANTE / IMPALA",NULL,"45.356071000","-75.670076000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC560","4155","PLANTE / CONDOR",NULL,"45.357444000","-75.667184000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC570","4156","PLANTE / CONDOR",NULL,"45.357402000","-75.667516000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC580","8474","PLANTE / AD. 1030",NULL,"45.357168000","-75.663907000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC590","4157","PLANTE / AD. 1031",NULL,"45.357231000","-75.663830000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC600","4158","PLANTE / MINA",NULL,"45.355829000","-75.661617000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC610","8445","PLANTE / MINA",NULL,"45.355782000","-75.661401000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC620","4159","PLANTE / BOURBON",NULL,"45.354633000","-75.660473000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC630","4160","PLANTE / BOURBON",NULL,"45.354541000","-75.660219000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC640","4161","PLANTE / CAHILL",NULL,"45.353897000","-75.659540000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC650","8475","PLANTE / CAHILL",NULL,"45.353771000","-75.659554000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC660","4163","PLANTE / SPARROW",NULL,"45.351736000","-75.658091000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC670","4162","PLANTE / SPARROW",NULL,"45.351555000","-75.657992000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC680","4164","PLANTE / WAXWING",NULL,"45.350206000","-75.660513000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC700","4165","PLANTE / MCCARTHY",NULL,"45.349419000","-75.662503000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC710","8444","PLANTE / MCCARTHY",NULL,"45.349656000","-75.661632000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC900","3036","WALKLEY 1A",NULL,"45.368674000","-75.667134000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC905","3036","WALKLEY 2A",NULL,"45.369034000","-75.667282000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC910","3036","WALKLEY 3A",NULL,"45.368781000","-75.667606000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC915","3036","WALKLEY 4A",NULL,"45.368915000","-75.666811000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC920","3036","WALKLEY 4B",NULL,"45.368606000","-75.666445000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RC925","3036","WALKLEY 4C",NULL,"45.368867000","-75.666390000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD010","1706","UPLANDS / BOWESVILLE",NULL,"45.342208000","-75.690257000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD020","1707","UPLANDS / BOWESVILLE",NULL,"45.342050000","-75.690084000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD030","8452","UPLANDS / ARCHER",NULL,"45.344384000","-75.686695000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD040","8472","UPLANDS / COUNTRY CLUB",NULL,"45.343917000","-75.686791000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD050","4166","UPLANDS / GILLESPIE",NULL,"45.345584000","-75.685848000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD060","4168","UPLANDS / RICH LITTLE",NULL,"45.345582000","-75.685619000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD070","4167","UPLANDS / AD. 3095",NULL,"45.346182000","-75.685109000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD075","8451","UPLANDS / HUNTWOOD",NULL,"45.347357000","-75.683398000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD080","4169","UPLANDS / COUNTRY CLUB",NULL,"45.347159000","-75.683337000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD090","4170","UPLANDS / HUNTMASTER",NULL,"45.348357000","-75.681048000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD120","1552","UPLANDS / HUNTMASTER",NULL,"45.348636000","-75.679858000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD130","7961","UPLANDS / ROYALTON",NULL,"45.349420000","-75.677511000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD140","4171","UPLANDS / AD. 3225",NULL,"45.349511000","-75.677573000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD150","4172","UPLANDS / PAUL ANKA",NULL,"45.349288000","-75.675420000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD160","8477","UPLANDS / PAUL ANKA",NULL,"45.349121000","-75.674618000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD170","8450","UPLANDS / AD. 3344",NULL,"45.347442000","-75.672652000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD180","4173","UPLANDS / AD. 3344",NULL,"45.347686000","-75.672789000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD190","6140","UPLANDS / BENNETT",NULL,"45.346692000","-75.671017000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD200","4174","UPLANDS / BENNETT",NULL,"45.346735000","-75.670722000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD210","6141","UPLANDS / LILLICO",NULL,"45.346408000","-75.667843000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD220","4175","UPLANDS / CAHILL",NULL,"45.346386000","-75.667359000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD230","1566","UPLANDS / HUNT CLUB",NULL,"45.345551000","-75.666401000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD240","1598","UPLANDS / CAHILL",NULL,"45.345577000","-75.666196000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD250","8466","UPLANDS / HUNT CLUB",NULL,"45.343744000","-75.665343000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD255","4176","UPLANDS / DOWPATRICK",NULL,"45.342406000","-75.664559000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD260","8443","UPLANDS / HUNT CLUB",NULL,"45.344501000","-75.665536000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD265","3301","DOWNPATRICK / UPLANDS",NULL,"45.342295000","-75.664114000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD270","8467","DOWNPATRICK / SHANEGAL",NULL,"45.342682000","-75.662857000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD280","8442","DOWNPATRICK / SHANEGAL",NULL,"45.343167000","-75.662786000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD290","4177","DOWNPATRICK / COTTERS",NULL,"45.344604000","-75.662370000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD300","4179","DOWNPATRICK / COTTERS",NULL,"45.344775000","-75.662431000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD310","4180","DOWNPATRICK / WYMAN",NULL,"45.345898000","-75.660896000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD320","4178","DOWNPATRICK / WYMAN",NULL,"45.345888000","-75.660768000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD330","4181","DOWNPATRICK / HUNTCLUB",NULL,"45.347116000","-75.661388000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD350","8476","CAHILL / UPLANDS",NULL,"45.346399000","-75.666567000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD355","1596","CAHILL / UPLANDS",NULL,"45.346539000","-75.666080000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD360","4182","CAHILL / TWYFORD",NULL,"45.347609000","-75.664725000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD370","4184","CAHILL / TWYFORD",NULL,"45.347518000","-75.664637000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD385","4185","CAHILL / MCCARTHY",NULL,"45.350351000","-75.664352000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD390","8998","MCCARTHY / CAHILL",NULL,"45.350575000","-75.664209000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD395","8984","MCCARTHY / CAHILL",NULL,"45.350488000","-75.664657000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD400","8480","MCCARTHY / PIGEON",NULL,"45.350717000","-75.666453000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD410","8518","MCCARTHY / PIGEON",NULL,"45.350853000","-75.666617000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD420","4186","MCCARTHY / TWYFORD",NULL,"45.351136000","-75.669548000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD430","4187","MCCARTHY / PAUL ANKA",NULL,"45.351318000","-75.669903000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD440","8119","PAUL ANKA / MCCARTHY",NULL,"45.351532000","-75.672158000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD450","8478","PAUL ANKA / MCCARTHY",NULL,"45.351692000","-75.671799000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD460","4189","PAUL ANKA / MCCARTHY",NULL,"45.350996000","-75.672651000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD470","4188","PAUL ANKA / UPLANDS",NULL,"45.349454000","-75.674690000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD540","1705","HUNT CLUB / UPLANDS",NULL,"45.344574000","-75.666811000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD550","1921","HUNT CLUB / UPLANDS",NULL,"45.344931000","-75.666474000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RD570","2962","HUNT CLUB / MCCARTHY",NULL,"45.347338000","-75.662087000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE010","1704","HUNT CLUB / PAUL ANKA",NULL,"45.342940000","-75.671267000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE020","4190","HUNT CLUB / PAUL ANKA",NULL,"45.343299000","-75.669790000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE050","4195","HUNT CLUB / BILLY BISHOP",NULL,"45.339451000","-75.681496000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE056","1923","HUNT CLUB / NORTH BOWESVILLE",NULL,"45.338063000","-75.684884000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE057","4196","HUNT CLUB / LINDBERGH",NULL,"45.336569000","-75.688606000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE058","6124","HUNT CLUB / RIVERSIDE",NULL,"45.335223000","-75.691789000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE060","4192","HUNT CLUB / BILLY BISHOP",NULL,"45.339272000","-75.681588000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE065","4193","HUNT CLUB / PAUL BENOIT",NULL,"45.337971000","-75.684656000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE066","1730","HUNT CLUB / LINDBERG",NULL,"45.336856000","-75.687300000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE067","4197","HUNT CLUB / RIVERSIDE",NULL,"45.334910000","-75.691972000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE090","8373","DE NIVERVILLE / PAUL BENOIT",NULL,"45.335096000","-75.681482000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE095","4198","DE NIVERVILLE / AD. 225",NULL,"45.336263000","-75.678633000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE110","8372","DE NIVERVILLE / MCGILL",NULL,"45.337712000","-75.674861000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE130","4199","CURTIS / DE NIVERVILLE",NULL,"45.337781000","-75.671912000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE160","4200","CURTIS / SAMPSON",NULL,"45.338005000","-75.669357000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE180","4201","TYLEE / CURTIS",NULL,"45.336722000","-75.668687000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE200","4202","TYLEE / DE NIVERVILLE",NULL,"45.336351000","-75.669560000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE220","8371","MCGILL / WOLVERINE",NULL,"45.333919000","-75.669225000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE230","4203","MCGILL / AD. 64",NULL,"45.333079000","-75.671253000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE280","8274","PAUL BENOIT / BREADNER",NULL,"45.328683000","-75.671892000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE400","0696","2320 LESTER RD",NULL,"45.330391000","-75.648431000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE405","0697","2320 LESTER RD",NULL,"45.330697000","-75.648401000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE407","0714","LESTER / AIRPORT RAMP",NULL,"45.329137000","-75.650695000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE408","0713","UPLANDS / ALERT",NULL,"45.328922000","-75.651821000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE410","6144","AIRPORT / UPLANDS",NULL,"45.328715000","-75.654049000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE415","1549","AIRPORT / UPLANDS",NULL,"45.329497000","-75.653916000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE420","8366","AIRPORT / AIRBUS PRIVATE",NULL,"45.324188000","-75.661446000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE430","3066","AIRPORT/ AIR CANADA CARGO",NULL,"45.323687000","-75.663035000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE451","1076","EY CENTRE",NULL,"45.331310000","-75.657463000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE481","3333","AIRPORT / AIRBUS PRIVATE",NULL,"45.324397000","-75.660461000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE545","1077","UPLANDS / BREADNER",NULL,"45.334851000","-75.660064000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE550","4213","UPLANDS / RESEARCH",NULL,"45.331163000","-75.657847000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE555","1080","RESEARCH / FIRST",NULL,"45.327856000","-75.662132000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE560","4214","RESEARCH / SECOND",NULL,"45.326970000","-75.664097000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE565","4215","RESEARCH / THIRD",NULL,"45.326439000","-75.665240000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE570","4216","RESEARCH / FIFTH",NULL,"45.325827000","-75.666537000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE575","1081","PAUL BENOIT / SILVER STAR",NULL,"45.326511000","-75.667816000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE580","4217","PAUL BENOIT / SLEMON",NULL,"45.327705000","-75.669814000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE600","1732","LEITRIM / HIGH",NULL,"45.310166000","-75.647714000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE610","1739","LEITRIM / BOWESVILLE",NULL,"45.310021000","-75.647678000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE640","1157","LEITRIM / ALBION",NULL,"45.319616000","-75.625327000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE650","1129","LEITRIM / ALBION",NULL,"45.318899000","-75.626511000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE900","3039","AIRPORT STOP",NULL,"45.322241000","-75.665876000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE920","3041","LEITRIM 1A",NULL,"45.314277000","-75.630919000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RE930","3041","LEITRIM 2A",NULL,"45.314322000","-75.630829000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF001","8668","HUNT CLUB LOOP - STOP 1A",NULL,"45.349838000","-75.652121000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF002","8677","HUNT CLUB LOOP - STOP 2A",NULL,"45.349830000","-75.652325000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF010","8860","BANK / SURREY",NULL,"45.369310000","-75.662963000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF030","8861","BANK / NOTTINGHILL",NULL,"45.368856000","-75.662446000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF050","4218","BANK / FOXBAR",NULL,"45.367547000","-75.661801000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF060","4219","BANK / KITCHENER",NULL,"45.366398000","-75.660976000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF065","8433","BANK / JOHNSTON",NULL,"45.360547000","-75.657144000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF070","4220","BANK / KITCHENER",NULL,"45.366712000","-75.660856000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
"RF075","4835","BANK / JOHNSTON",NULL,"45.359642000","-75.656248000",NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL
